"","sample_name","cluster_id","cluster_label","cluster_color","class_label","class_color","class_id","species_label","species_color","species_id","org_cl.id","donor","roi","gender.x","age","species","roi_color","dissection_roi","cluster_label.int","seurat_clusters","batch","facs_container","sample_name.y","gender.y","cell_prep_type","facs_population_plan","total_reads","percent_reads_aligned_to_exons","percent_reads_aligned_to_rrna","percent_reads_aligned_to_trna","percent_reads_aligned_to_rrna_rmsk","percent_reads_aligned_to_trna_rmsk","percent_reads_aligned_to_ncrna","percent_reads_aligned_to_mt_exons","percent_reads_aligned_to_introns","percent_reads_aligned_to_intergenic","percent_reads_aligned_unique","percent_reads_aligned_to_ecoli","percent_reads_aligned_to_synthetic_constructs","percent_reads_aligned_total","complexity_cg","Genes.With.FPKM","Genes.Detected","Genes.With.CPM","Genes.Detected.CPM","old.cluster","old.class","donor_color","roi_ap","donor_roi","roi_ap_color","org_cl.lab"
"1006","SM-GE67L_S029_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_355","F1S4_180202_355_E01","M","Nuclei","NeuN-positive",1367639,12.91985678,0.003363461,0.002705392,0.003363461,0.001901086,0,7.31e-05,55.26809341,21.52059133,81.98047877,0.003503849,0.005002782,85.56110202,0.322830925,6473,6319,11465,11465,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1007","SM-GE67L_S030_E1-50",7,"K1","#1e633b","Glut","#00ADEE",2,"Macaque","#939598",1,5,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","K1_M","0","R8S4-180228","F1S4_180202_355","F1S4_180202_355_F01","M","Nuclei","NeuN-positive",1215183,15.34460242,0.002221888,8.23e-05,0.002221888,8.23e-05,0,0,52.19641815,22.00071923,80.35275345,0.005153133,0.005644417,84.40802743,0.337799579,5591,5433,10612,10612,"LGN Exc PRKCG SYNDIG1L","Glutamatergic",NA,NA,NA,NA,NA
"1008","SM-GE67L_S031_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_355","F1S4_180202_355_G01","M","Nuclei","NeuN-positive",1234924,16.23241592,0.006397155,0.00048586,0.006397155,0.000323907,0,0,50.52067982,21.35354078,78.47203553,0.006436024,0.007334055,82.97069293,0.355862384,5219,5048,10299,10299,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1009","SM-GE67L_S032_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_355","F1S4_180202_355_H01","M","Nuclei","NeuN-positive",1120048,14.16742854,0.000714255,0.000982101,0.000714255,0.000892819,0,0,50.29516592,20.04110538,77.23972544,0.009884398,0.003130223,80.56029742,0.360017664,7899,7764,11892,11892,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1010","SM-GE67L_S033_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_356","F1S4_180202_356_A01","M","Nuclei","NeuN-positive",1495119,11.71692688,0.001270802,0.000267537,0.001203918,0.000200653,0,0,53.880661,22.14626394,79.03979549,0.004683239,0.005741349,83.10749847,0.348398953,5993,5858,11521,11521,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1011","SM-GE67L_S034_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_356","F1S4_180202_356_B01","M","Nuclei","NeuN-positive",1561235,13.84711462,0.0017294,6.41e-05,0.0017294,0,0,0.000384311,53.73816242,21.56389013,80.51452856,0.004530388,0.008688634,84.71985319,0.326244124,5912,5707,11214,9190,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1012","SM-GE67L_S035_E1-50",7,"K1","#1e633b","Glut","#00ADEE",2,"Macaque","#939598",1,5,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","K1_M","1","R8S4-180228","F1S4_180202_356","F1S4_180202_356_C01","M","Nuclei","NeuN-positive",1304938,12.64305277,0.003754968,0.00038316,0.003754968,0.000153264,0,0,55.90533803,20.89976689,81.74947775,0.004174145,0.003614731,85.14189946,0.318717971,6534,6392,11592,11592,"LGN Exc PRKCG SYNDIG1L","Glutamatergic",NA,NA,NA,NA,NA
"1013","SM-GE67L_S036_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_356","F1S4_180202_356_D01","M","Nuclei","NeuN-positive",1372796,10.04213299,0.001675413,0.001019816,0.001675413,0.00072844,0,0,33.43563064,17.39930769,52.7526304,0.008591954,0.005464031,56.52638848,0.470904453,5166,5050,10940,10940,NA,NA,NA,NA,NA,NA,NA
"1014","SM-GE67L_S037_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_356","F1S4_180202_356_E01","M","Nuclei","NeuN-positive",1223076,16.87883664,0.001471699,0.000245283,0.001471699,0.000163522,0,0.000654089,49.61138964,23.37491701,80.04040632,0.005812394,0.009184221,84.77968663,0.343087723,5375,5192,10116,10116,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1015","SM-GE67L_S038_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_356","F1S4_180202_356_F01","M","Nuclei","NeuN-positive",1155420,14.96633259,0.002336813,8.65e-05,0.002336813,8.65e-05,0,0.000519292,48.98063042,22.22629001,77.15047342,0.005893095,0.005833377,81.07536653,0.362661919,5808,5670,10764,10764,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1016","SM-GE67L_S039_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_356","F1S4_180202_356_G01","M","Nuclei","NeuN-positive",1269028,17.97927232,0.000788005,0.004334026,0.000788005,0.002206413,0,0,46.3446039,23.58001557,77.70317125,0.005178767,0.007046338,82.3119742,0.360398792,5335,5097,10296,10296,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1017","SM-GE67L_S040_E1-50",3,"GABA3","#FF88AD","GABA","#f02864",1,"Macaque","#939598",1,1,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","GABA3_M","3","R8S4-180228","F1S4_180202_356","F1S4_180202_356_H01","M","Nuclei","NeuN-positive",1513332,16.70142441,0.001453746,0.000132159,0.001453746,0,0,0,50.24918524,21.42781624,80.33101791,0.006651548,0.011064988,84.74762973,0.346932573,4997,4777,10146,8034,"LGN Inh DSEL","GABAergic",NA,NA,NA,NA,NA
"1018","SM-GE67L_S041_E1-50",10,"Low Quality","#444444","Low Quality","#000000",0,"Macaque","#939598",1,10,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","Low Quality_M",NA,"R8S4-180228","F1S4_180202_357","F1S4_180202_357_A01","M","Nuclei","NeuN-positive",1079653,14.58802041,0.004168006,0,0.004168006,0,0,0,25.58321979,40.24394875,52.53215616,0.022499822,0.068832301,69.2580857,0.570287294,2056,1973,7044,7044,NA,NA,NA,NA,NA,NA,NA
"1019","SM-GE67L_S042_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_357","F1S4_180202_357_B01","M","Nuclei","NeuN-positive",1239847,12.28167669,0.003226205,0.000645241,0.003226205,8.07e-05,0,0,54.22088371,21.86866605,80.16642376,0.003776272,0.00805422,84.38129866,0.342188115,5525,5427,10659,10659,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1020","SM-GE67L_S043_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_357","F1S4_180202_357_C01","M","Nuclei","NeuN-positive",1465038,16.28237629,0.003685911,0.000682576,0.003685911,0.000341288,0,0,49.56915793,22.44242129,79.46258049,0.004478382,0.007270801,84.04485071,0.36165414,6334,6070,11280,11280,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1021","SM-GE67L_S044_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_357","F1S4_180202_357_D01","M","Nuclei","NeuN-positive",1343416,13.53259154,0.000595497,0.000223311,0.000595497,0.000148874,0,0,54.96890018,21.81349634,81.42020044,0.003239503,0.003987596,85.14905286,0.330688199,6577,6411,11613,11613,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1022","SM-GE67L_S045_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_357","F1S4_180202_357_E01","M","Nuclei","NeuN-positive",1196313,17.04010572,0.005767721,8.36e-05,0.005767721,0,0,0,49.01183887,21.69808403,78.20946525,0.006499971,0.019071096,84.03285762,0.359993892,3817,3651,9057,9057,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1023","SM-GE67L_S046_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_357","F1S4_180202_357_F01","M","Nuclei","NeuN-positive",1309097,10.26432724,0.00053472,7.64e-05,0.000458331,7.64e-05,0,0,50.0879614,23.07315653,73.71256675,0.00857996,0.021124485,79.94556553,0.380241716,2320,2251,8848,8848,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1024","SM-GE67L_S047_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_357","F1S4_180202_357_G01","M","Nuclei","NeuN-positive",1252775,15.21709804,0.003352557,0.000159646,0.003352557,0,0,0,53.89491329,20.53449342,82.57540261,0.004183513,0.004773403,85.98822614,0.322483766,5862,5692,10464,10464,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1025","SM-GE67L_S048_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_357","F1S4_180202_357_H01","M","Nuclei","NeuN-positive",1266467,14.60401258,0.001973995,0.000394799,0.001973995,0.000394799,0,0,50.9897218,23.60258893,79.70677483,0.005122913,0.008727428,84.15276513,0.342664953,5515,5342,10571,10571,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1026","SM-GE67L_S050_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_358","F1S4_180202_358_B01","M","Nuclei","NeuN-positive",1303797,14.96153159,0.000460194,0.000306796,0.000460194,0.000153398,0,0,55.40202961,19.5138507,82.7469307,0.003518953,0.003327972,86.12974259,0.324654761,6714,6522,11117,11117,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1027","SM-GE67L_S051_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_358","F1S4_180202_358_C01","M","Nuclei","NeuN-positive",307226,11.33237421,0.001627466,0.000325493,0.001627466,0.000325493,0,0,47.63496579,19.10157343,71.69477844,0.033776438,0.045103605,79.42589494,0.442116872,4160,4160,7786,7786,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1028","SM-GE67L_S052_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_358","F1S4_180202_358_D01","M","Nuclei","NeuN-positive",1394170,11.78593715,0.000717273,0.000430364,0.000717273,0.000143455,0,0.001004182,56.4005107,21.19626731,82.17835702,0.003232031,0.003935675,85.54623898,0.325946899,5285,5170,10479,10479,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1029","SM-GE67L_S053_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_358","F1S4_180202_358_E01","M","Nuclei","NeuN-positive",1430921,13.9747058,0.001747127,0.00013977,0.001747127,6.99e-05,0,0,52.15256468,22.45176358,79.05908153,0.007068874,0.008441416,83.77548446,0.35623179,4968,4784,10189,10189,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1030","SM-GE67L_S054_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_358","F1S4_180202_358_F01","M","Nuclei","NeuN-positive",1197044,9.436745851,0,0.000417696,0,0.000417696,0,0,50.04218725,20.55020534,71.65459248,0.015604272,0.036483204,79.69347827,0.402959241,1663,1623,6635,6635,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1031","SM-GE67L_S055_E1-50",7,"K1","#1e633b","Glut","#00ADEE",2,"Macaque","#939598",1,5,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","K1_M","0","R8S4-180228","F1S4_180202_358","F1S4_180202_358_G01","M","Nuclei","NeuN-positive",1286301,15.4209629,0.003109692,0.000233227,0.003109692,7.77e-05,0,0,52.91809615,21.18477712,81.02123842,0.002917669,0.002909894,84.54140983,0.334022915,6901,6704,11563,11563,"LGN Exc PRKCG SYNDIG1L","Glutamatergic",NA,NA,NA,NA,NA
"1032","SM-GE67L_S056_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_358","F1S4_180202_358_H01","M","Nuclei","NeuN-positive",1469685,11.66556099,0.003742299,0.000136084,0.003674257,0,0,0,56.30900499,22.07942518,81.41710639,0.003474214,0.004112446,85.11463341,0.322392786,6120,5996,11561,11561,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1033","SM-GE67L_S057_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_359","F1S4_180202_359_A01","M","Nuclei","NeuN-positive",1569284,13.09539892,0.002357763,0.001593083,0.00229404,0.001465637,0,0,51.73161773,23.06892825,78.60266211,0.004316618,0.005516529,82.73072306,0.349194277,5841,5625,11276,9156,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1034","SM-GE67L_S058_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_359","F1S4_180202_359_B01","M","Nuclei","NeuN-positive",1355389,13.73362186,0.003910317,0.000590236,0.003910317,0.000221339,0,0,53.01828479,22.84303621,80.01474116,0.004325695,0.004127966,84.07674845,0.336480037,5485,5345,10865,10865,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1035","SM-GE67L_S059_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_359","F1S4_180202_359_C01","M","Nuclei","NeuN-positive",1277563,13.06675287,0.002035125,0.000313096,0.002035125,0.000234822,0,0,55.61009516,20.43680038,81.43300957,0.00438178,0.004181398,84.98821585,0.326119815,5762,5627,10710,10710,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1036","SM-GE67L_S060_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_359","F1S4_180202_359_D01","M","Nuclei","NeuN-positive",1396904,13.56163344,0.003006649,0.000787456,0.003006649,0.000429521,0,0,54.19563549,21.11082795,81.34245446,0.003184184,0.003861396,84.95036166,0.330889622,5940,5775,10867,10867,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1037","SM-GE67L_S061_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_359","F1S4_180202_359_E01","M","Nuclei","NeuN-positive",1372514,18.41023115,0.00145718,0.002841501,0.00145718,0.001748616,0,0,51.04151943,19.6521857,81.80943874,0.003852784,0.005964966,85.59351671,0.335018801,6018,5752,10400,10400,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1038","SM-GE67L_S062_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_359","F1S4_180202_359_F01","M","Nuclei","NeuN-positive",1171579,13.19561037,0.00384097,0,0.00384097,0,0,0.000256065,56.29044222,20.51069539,82.83948415,0.003294699,0.003566981,86.12445256,0.317518068,5599,5490,10243,10243,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1039","SM-GE67L_S063_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_359","F1S4_180202_359_G01","M","Nuclei","NeuN-positive",1270260,12.46469227,0.001338309,0.00078724,0.001338309,0.000708516,0,0,54.860501,22.79517579,81.18424574,0.004240077,0.00391101,85.04353439,0.33109401,5550,5431,10768,10768,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1040","SM-GE67L_S064_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_359","F1S4_180202_359_H01","M","Nuclei","NeuN-positive",1296818,16.24429951,0.002776026,0.000925342,0.002776026,0.000539783,0,0.00254469,51.20001419,21.64420913,80.34774348,0.00373761,0.004124711,84.21814009,0.33278257,6393,6194,10936,10936,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1041","SM-GE67L_S073_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_360","F1S4_180202_360_A01","M","Nuclei","NeuN-positive",1460002,14.20011753,0.001917806,0,0.001917806,0,0,0,51.76116197,23.72921407,80.01886299,0.004421912,0.00443835,84.14118611,0.339429819,5915,5695,11261,11261,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1042","SM-GE67L_S074_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_360","F1S4_180202_360_B01","M","Nuclei","NeuN-positive",1449051,14.48748181,0.002691417,0.000207032,0.002691417,6.9e-05,0,0,54.00769193,20.31225954,81.00839791,0.003821122,0.005110241,84.76623666,0.338522599,6324,6099,11210,11210,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1043","SM-GE67L_S075_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","0","R8S4-180228","F1S4_180202_360","F1S4_180202_360_C01","M","Nuclei","NeuN-positive",1295581,12.52102339,0.001620894,0.000771854,0.001543709,0.000308742,0,0,52.2601057,24.88512876,79.9100172,0.003402335,0.003617682,83.81614118,0.337118192,6606,6448,11791,11791,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1044","SM-GE67L_S076_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_360","F1S4_180202_360_D01","M","Nuclei","NeuN-positive",1338485,12.05213357,0.000522979,0.000149423,0.000448268,0.000149423,0,0,53.90736542,23.77979581,81.06941804,0.003386665,0.003572696,84.75769247,0.322718007,5990,5858,11230,11230,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1045","SM-GE67L_S077_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_360","F1S4_180202_360_E01","M","Nuclei","NeuN-positive",1346636,18.00382583,0.004381288,0.000519814,0.004381288,0.000148518,0,0,47.53734491,23.36533406,78.7195649,0.004806793,0.006793224,83.26117822,0.353861095,5314,5098,10501,10501,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1046","SM-GE67L_S078_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","0","R8S4-180228","F1S4_180202_360","F1S4_180202_360_F01","M","Nuclei","NeuN-positive",1238677,15.06550941,0.00250267,0.001453163,0.00250267,0.001210969,0,0,50.20703541,24.24223587,79.21274069,0.004613794,0.004641242,83.49303329,0.350100908,5924,5731,10859,10859,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1047","SM-GE67L_S079_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_360","F1S4_180202_360_G01","M","Nuclei","NeuN-positive",1348718,13.83410023,0.001260456,0.000148289,0.001186312,0.000148289,0,0.001260456,53.53854549,22.84836415,81.05586194,0.003679791,0.002692186,84.75522682,0.3225714,6299,6143,11352,11352,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1048","SM-GE67L_S080_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_360","F1S4_180202_360_H01","M","Nuclei","NeuN-positive",1440051,14.55962324,0.003402657,0.002499911,0.003402657,0.00104163,0,0.000902746,48.11503204,25.81346077,78.19368897,0.006803231,0.004293598,82.64297584,0.344881068,5909,5689,11519,11519,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1049","SM-GE67L_S081_E1-50",10,"Low Quality","#444444","Low Quality","#000000",0,"Macaque","#939598",1,10,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","Low Quality_M",NA,"R8S4-180228","F1S4_180202_443","F1S4_180202_443_A01","M","Nuclei","NeuN-positive",575891,4.682136029,0.00173644,0.000694576,0.00173644,0.000520932,0,0,8.10708971,19.85531984,20.57628961,0.070004567,0.106929957,39.67330623,0.818155294,1048,1048,5789,5789,NA,NA,NA,NA,NA,NA,NA
"1050","SM-GE67L_S082_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_443","F1S4_180202_443_B01","M","Nuclei","NeuN-positive",1528323,13.95856766,0.001962936,0.00111233,0.001962936,0.000588881,0,0,53.40121165,22.32846067,81.1503851,0.004383236,0.003035353,85.09863425,0.327865053,5273,5092,10495,8481,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1051","SM-GE67L_S083_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_443","F1S4_180202_443_C01","M","Nuclei","NeuN-positive",1340546,11.30203663,0.001566526,0.001566526,0.001566526,0.000969754,0,0,56.86317366,20.99838424,81.19400602,0.003487385,0.003008476,84.80753365,0.32925376,5161,5054,10521,10521,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
