"","sample_name","cluster_id","cluster_label","cluster_color","class_label","class_color","class_id","species_label","species_color","species_id","org_cl.id","donor","roi","gender.x","age","species","roi_color","dissection_roi","cluster_label.int","seurat_clusters","batch","facs_container","sample_name.y","gender.y","cell_prep_type","facs_population_plan","total_reads","percent_reads_aligned_to_exons","percent_reads_aligned_to_rrna","percent_reads_aligned_to_trna","percent_reads_aligned_to_rrna_rmsk","percent_reads_aligned_to_trna_rmsk","percent_reads_aligned_to_ncrna","percent_reads_aligned_to_mt_exons","percent_reads_aligned_to_introns","percent_reads_aligned_to_intergenic","percent_reads_aligned_unique","percent_reads_aligned_to_ecoli","percent_reads_aligned_to_synthetic_constructs","percent_reads_aligned_total","complexity_cg","Genes.With.FPKM","Genes.Detected","Genes.With.CPM","Genes.Detected.CPM","old.cluster","old.class","donor_color","roi_ap","donor_roi","roi_ap_color","org_cl.lab"
"960","SM-GE67K_S175_E1-50",5,"M","#90caf9","Glut","#00ADEE",2,"Macaque","#939598",1,7,"Q17.27.002","Macaque LGN Magnocellular","M","2.3 yrs","M. nemestrina","#123466","MC","M_M","4","R8S4-180228","F1S4_180202_304","F1S4_180202_304_G01","M","Nuclei","NeuN-positive",803290,17.41513028,0.004855034,0.000995904,0.004855034,0.000995904,0,0.001618345,49.57997734,24.62373489,81.41094748,0.002600555,0.00285949,85.30655181,0.322054775,6591,6486,10915,10915,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"961","SM-GE67K_S176_E1-50",7,"K1","#1e633b","Glut","#00ADEE",2,"Macaque","#939598",1,5,"Q17.27.002","Macaque LGN Magnocellular","M","2.3 yrs","M. nemestrina","#123466","MC","K1_M","1","R8S4-180228","F1S4_180202_304","F1S4_180202_304_H01","M","Nuclei","NeuN-positive",1232189,10.53523445,0.000649251,0.000486938,0.000649251,0.000405782,0,0,56.83219052,21.84567465,80.52035848,0.004654318,0.003373671,84.19268473,0.321885151,6034,5957,11466,11466,"LGN Exc PRKCG SYNDIG1L","Glutamatergic",NA,NA,NA,NA,NA
"962","SM-GE67K_S177_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","0","R8S4-180228","F1S4_180202_350","F1S4_180202_350_A01","M","Nuclei","NeuN-positive",1469885,12.68867973,0.003061464,0.00027213,0.002993431,0.000204098,0,0,53.03632597,23.22998058,79.96557554,0.003792133,0.003705052,83.79594322,0.331756331,7031,6856,12419,12419,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"963","SM-GE67K_S178_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_350","F1S4_180202_350_B01","M","Nuclei","NeuN-positive",1490467,13.90175026,0.001945699,0.000134186,0.001945699,6.71e-05,0,0,49.65155216,24.40402907,77.25967767,0.005799525,0.008673121,82.22624184,0.360026239,4719,4527,10634,10634,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"964","SM-GE67K_S179_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_350","F1S4_180202_350_C01","M","Nuclei","NeuN-positive",1170474,12.66999523,0.00187958,0.000256306,0.00187958,0.000256306,0,8.54e-05,54.62035039,22.86782961,81.68485588,0.003226898,0.00507145,85.36780826,0.326234257,6135,6030,11256,11256,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"965","SM-GE67K_S180_E1-50",10,"Low Quality","#444444","Low Quality","#000000",0,"Macaque","#939598",1,10,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","Low Quality_M",NA,"R8S4-180228","F1S4_180202_350","F1S4_180202_350_D01","M","Nuclei","NeuN-positive",1081949,16.22368522,0.005545548,0.000184852,0.005545548,0.000184852,0,0,9.850464301,26.6995949,35.82377728,0.024804311,0.082549177,51.74523014,0.726255326,2692,2547,8018,8018,NA,NA,NA,NA,NA,NA,NA
"966","SM-GE67K_S181_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_350","F1S4_180202_350_E01","M","Nuclei","NeuN-positive",202044,15.25558789,0.001484825,0.001484825,0.001484825,0.001484825,0,0,47.48569618,20.6103621,75.80329037,0.020233217,0.036289125,82.65922274,0.360595598,4817,4817,8069,8069,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"967","SM-GE67K_S182_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_350","F1S4_180202_350_F01","M","Nuclei","NeuN-positive",1224862,15.85509225,0.002530897,8.16e-05,0.002530897,0,0,0,51.99467369,21.46617333,81.70455121,0.003705724,0.004905042,85.28397485,0.333544658,6379,6195,10920,10920,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"968","SM-GE67K_S183_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","4","R8S4-180228","F1S4_180202_350","F1S4_180202_350_G01","M","Nuclei","NeuN-positive",1300771,19.3906537,0.005919566,0.000230632,0.005919566,0.000153755,0,0.000461265,44.57118125,22.79601867,76.68767216,0.007909924,0.011757642,81.94493881,0.389303084,4884,4637,10332,10332,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"969","SM-GE67K_S184_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_350","F1S4_180202_350_H01","M","Nuclei","NeuN-positive",1327432,14.57603855,0.002109336,7.53e-05,0.002109336,7.53e-05,0,0,51.45740045,22.66519114,80.1340483,0.00541346,0.005396133,84.17109125,0.344332372,5448,5285,10650,10650,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"970","SM-GE67K_S185_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_351","F1S4_180202_351_A01","M","Nuclei","NeuN-positive",1476968,12.84272916,0.001218713,0.000270825,0.001218713,0.000135413,0,0,54.23110047,21.88821965,79.91547549,0.003783427,0.006232363,83.95537344,0.33105307,6336,6153,11833,11833,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"971","SM-GE67K_S186_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_351","F1S4_180202_351_B01","M","Nuclei","NeuN-positive",1402442,15.53033922,0.004848685,0.000570434,0.004777381,7.13e-05,0,0,49.14042791,23.78337215,77.57276237,0.004947085,0.010612204,82.61368385,0.359442548,5360,5142,10757,10757,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"972","SM-GE67K_S187_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_351","F1S4_180202_351_C01","M","Nuclei","NeuN-positive",1219534,16.28892675,0.007051874,8.2e-05,0.007051874,0,0,0,49.71202115,23.93274808,79.67223546,0.004607498,0.006433605,84.23906181,0.343542512,5321,5136,10704,10704,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"973","SM-GE67K_S188_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_351","F1S4_180202_351_D01","M","Nuclei","NeuN-positive",1204573,13.90758385,0.006226273,0.002075424,0.006226273,0.001494305,0,0,44.14045475,27.15103194,73.27077728,0.00831747,0.017449337,79.73248612,0.411600012,4266,4127,10329,10329,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"974","SM-GE67K_S189_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_351","F1S4_180202_351_E01","M","Nuclei","NeuN-positive",1250601,14.34790153,0.000799616,0.000799616,0.000799616,0.000479769,0,0,52.6905064,22.37860037,80.2135933,0.004560207,0.006786337,84.36975502,0.334154134,5654,5511,10798,10798,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"975","SM-GE67K_S190_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_351","F1S4_180202_351_F01","M","Nuclei","NeuN-positive",1322068,15.25299758,0.002117894,0.000302556,0.002117894,0.000226917,0,0,49.94243866,22.44483642,78.28674471,0.004975538,0.008572933,82.74763477,0.349214074,5830,5631,11014,11014,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"976","SM-GE67K_S191_E1-50",10,"Low Quality","#444444","Low Quality","#000000",0,"Macaque","#939598",1,10,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","Low Quality_M",NA,"R8S4-180228","F1S4_180202_351","F1S4_180202_351_G01","M","Nuclei","NeuN-positive",1195059,8.852198929,0.003012404,0.000418389,0.003012404,0,0,0,19.64237749,35.02705724,42.15607765,0.025382847,0.06287472,56.72899832,0.589336741,2108,2058,9162,9162,NA,NA,NA,NA,NA,NA,NA
"977","SM-GE67K_S192_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_351","F1S4_180202_351_H01","M","Nuclei","NeuN-positive",1418533,14.42955504,0.00380675,7.05e-05,0.00380675,0,0,0,46.86863118,24.2043012,74.39566087,0.008210595,0.010056164,79.70389127,0.375602559,5146,4942,11008,11008,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"978","SM-GE67L_S001_E1-50",7,"K1","#1e633b","Glut","#00ADEE",2,"Macaque","#939598",1,5,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","K1_M","1","R8S4-180228","F1S4_180202_352","F1S4_180202_352_A01","M","Nuclei","NeuN-positive",1276489,9.359030904,0.004935413,0.000470039,0.004857073,0,0,0,57.73030555,21.19070356,80.95784609,0.005669457,0.005045089,84.38670447,0.325474815,5139,5077,10333,10333,"LGN Exc PRKCG SYNDIG1L","Glutamatergic",NA,NA,NA,NA,NA
"979","SM-GE67L_S002_E1-50",10,"Low Quality","#444444","Low Quality","#000000",0,"Macaque","#939598",1,10,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","Low Quality_M",NA,"R8S4-180228","F1S4_180202_352","F1S4_180202_352_B01","M","Nuclei","NeuN-positive",444201,12.34666288,0.048176389,0.000225123,0.047951265,0.000225123,0,0,11.38988881,25.79305314,32.4416199,0.086906603,0.110639103,54.88281206,0.823454885,1685,1682,5408,5408,NA,NA,NA,NA,NA,NA,NA
"980","SM-GE67L_S003_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_352","F1S4_180202_352_C01","M","Nuclei","NeuN-positive",1297350,13.79619995,0.001233283,0.000308321,0.001233283,0.00015416,0,0,53.78648784,22.37777007,81.67549235,0.003106332,0.004787451,85.33433538,0.324281516,6022,5878,11067,11067,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"981","SM-GE67L_S004_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_352","F1S4_180202_352_D01","M","Nuclei","NeuN-positive",1225201,13.02153687,0.004815536,0,0.004815536,0,0,0,54.38903494,22.55980855,82.01307377,0.002969309,0.003098267,85.49642059,0.330855325,5975,5883,10852,10852,"LGN Exc PRKCG SYNDIG1L","Glutamatergic",NA,NA,NA,NA,NA
"982","SM-GE67L_S005_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_352","F1S4_180202_352_E01","M","Nuclei","NeuN-positive",349647,12.64704116,0.000572005,0.002002019,0.000572005,0.001430014,0,0.000572005,53.94211877,21.23112739,79.86969715,0.015315447,0.019513967,85.10612132,0.354923887,5359,5359,9096,9096,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"983","SM-GE67L_S006_E1-50",7,"K1","#1e633b","Glut","#00ADEE",2,"Macaque","#939598",1,5,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","K1_M","2","R8S4-180228","F1S4_180202_352","F1S4_180202_352_F01","M","Nuclei","NeuN-positive",887730,13.44136168,0.000563234,0.000337941,0.000563234,0.000112647,0,0,54.24509705,21.2821466,80.42039809,0.008708729,0.008131977,84.63710813,0.358870298,4757,4708,9442,9442,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"984","SM-GE67L_S007_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_352","F1S4_180202_352_G01","M","Nuclei","NeuN-positive",1321760,16.40774422,0.002421014,0.000756567,0.002421014,0.000605254,0,0,51.16972824,21.34865634,80.77797785,0.005072782,0.004774694,84.54772425,0.343696542,5943,5743,10694,10694,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"985","SM-GE67L_S008_E1-50",10,"Low Quality","#444444","Low Quality","#000000",0,"Macaque","#939598",1,10,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","Low Quality_M",NA,"R8S4-180228","F1S4_180202_352","F1S4_180202_352_H01","M","Nuclei","NeuN-positive",1148032,8.383215799,0.000174211,8.71e-05,0.000174211,8.71e-05,0,0,7.549005603,35.51347001,24.18486593,0.057122101,0.120681305,48.7306103,0.864076385,1284,1248,4728,4728,NA,NA,NA,NA,NA,NA,NA
"986","SM-GE67L_S009_E1-50",7,"K1","#1e633b","Glut","#00ADEE",2,"Macaque","#939598",1,5,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","K1_M","2","R8S4-180228","F1S4_180202_353","F1S4_180202_353_A01","M","Nuclei","NeuN-positive",1327387,15.97657654,0.002410751,0,0.002335415,0,0,0,54.36342227,19.3224734,82.88238472,0.004564607,0.004783835,86.25781328,0.327296523,6242,6076,10652,10652,"LGN Exc PRKCG SYNDIG1L","Glutamatergic",NA,NA,NA,NA,NA
"987","SM-GE67L_S010_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_353","F1S4_180202_353_B01","M","Nuclei","NeuN-positive",1245073,13.49816436,0.001365382,8.03e-05,0.001365382,8.03e-05,0,0,51.75857159,21.99405175,77.93832169,0.006726513,0.006736954,82.31565539,0.359284356,4949,4827,10477,10477,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"988","SM-GE67L_S011_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_353","F1S4_180202_353_C01","M","Nuclei","NeuN-positive",1536168,12.19547602,0.001432135,0.000195291,0.001432135,0.000195291,0,0,57.10931356,20.45173445,82.18404497,0.004030158,0.003610282,85.68730764,0.321035295,6134,5960,11248,9238,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"989","SM-GE67L_S012_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_353","F1S4_180202_353_D01","M","Nuclei","NeuN-positive",1348875,12.95976277,0.001927532,0.001186174,0.001927532,0.000518951,0,0,54.61143546,23.04965249,81.50562506,0.003649708,0.004055231,85.41517932,0.322672783,6030,5871,11195,11195,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"990","SM-GE67L_S013_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_353","F1S4_180202_353_E01","M","Nuclei","NeuN-positive",1334801,14.80467875,0.003071619,0.000749175,0.003071619,0.00059934,0,7.49e-05,52.01809109,22.06501194,80.86254056,0.004465834,0.006735086,84.77630748,0.334960686,6615,6412,11299,11299,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"991","SM-GE67L_S014_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_353","F1S4_180202_353_F01","M","Nuclei","NeuN-positive",1393901,20.83103463,0.001434822,0,0.001363081,0,0,0,47.08548168,20.53043939,80.83156551,0.008215074,0.008688565,85.09399161,0.33841286,5250,4995,8843,8843,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"992","SM-GE67L_S015_E1-50",7,"K1","#1e633b","Glut","#00ADEE",2,"Macaque","#939598",1,5,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","K1_M","1","R8S4-180228","F1S4_180202_353","F1S4_180202_353_G01","M","Nuclei","NeuN-positive",1391103,14.11225481,0.004313124,0.000143771,0.004313124,0,0,0,49.39044772,25.09735081,77.8352861,0.006150515,0.008790147,82.88624207,0.360310491,4455,4281,10033,10033,"LGN Exc PRKCG SYNDIG1L","Glutamatergic",NA,NA,NA,NA,NA
"993","SM-GE67L_S016_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_353","F1S4_180202_353_H01","M","Nuclei","NeuN-positive",1440000,12.76354167,0.001527778,0.000625,0.001527778,0.000347222,0,0.000347222,54.15111111,22.56472222,80.87451389,0.004440278,0.005416667,84.86048611,0.327021818,6577,6431,11646,11646,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"994","SM-GE67L_S017_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_354","F1S4_180202_354_A01","M","Nuclei","NeuN-positive",1423783,15.17057023,0.003090359,0.000561883,0.003090359,0,0,0.001123767,51.13876202,22.3393593,78.97888934,0.005923656,0.006809324,83.40512564,0.347302813,5654,5473,10907,10907,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"995","SM-GE67L_S018_E1-50",10,"Low Quality","#444444","Low Quality","#000000",0,"Macaque","#939598",1,10,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","Low Quality_M",NA,"R8S4-180228","F1S4_180202_354","F1S4_180202_354_B01","M","Nuclei","NeuN-positive",1189610,15.81106413,0.00580022,0.000168122,0.00580022,0.000168122,0,0.000252183,18.57289364,27.31517052,44.91967956,0.025035096,0.042899774,55.50861207,0.618688987,3311,3122,9157,9157,NA,NA,NA,NA,NA,NA,NA
"996","SM-GE67L_S019_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_354","F1S4_180202_354_C01","M","Nuclei","NeuN-positive",1364570,14.00741626,0.001758796,0.000293133,0.001758796,0.000219849,0,0,54.0080758,22.05251471,82.18413126,0.003941901,0.003645104,85.77266098,0.325747741,7009,6847,11791,11791,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"997","SM-GE67L_S020_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_354","F1S4_180202_354_D01","M","Nuclei","NeuN-positive",1405795,14.3975473,0.001778353,0.000213402,0.001778353,0.000142268,0,0,51.5952895,22.45320264,79.86541423,0.005400503,0.005150111,83.85297999,0.344376497,6312,6095,11351,11351,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"998","SM-GE67L_S021_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_354","F1S4_180202_354_E01","M","Nuclei","NeuN-positive",1442607,11.57875984,0.002911396,0.000207957,0.002911396,0.000138638,0,0,51.48366811,21.75401894,76.66994545,0.009938258,0.024854309,83.21351553,0.372337713,2862,2771,8480,8480,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"999","SM-GE67L_S022_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_354","F1S4_180202_354_F01","M","Nuclei","NeuN-positive",1223473,13.67917396,0.007110905,0.000653876,0.007110905,0.000572142,0,8.17e-05,52.81146376,22.50127302,80.1445557,0.004885273,0.006266587,84.25621162,0.342991873,5646,5508,10778,10778,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1000","SM-GE67L_S023_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_354","F1S4_180202_354_G01","M","Nuclei","NeuN-positive",1385679,16.69001262,0.003391839,7.22e-05,0.003391839,7.22e-05,0,0,49.19075774,22.9431203,78.19141374,0.006333357,0.011095643,83.35848346,0.348407413,5202,4993,10470,10470,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1001","SM-GE67L_S024_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_354","F1S4_180202_354_H01","M","Nuclei","NeuN-positive",1486807,13.63539451,0.00073984,0.001815972,0.00073984,0.001076132,0,0,54.77079406,21.52424625,82.50485773,0.004051635,0.005953026,86.25389845,0.316363479,6449,6243,11266,9359,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1002","SM-GE67L_S025_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_355","F1S4_180202_355_A01","M","Nuclei","NeuN-positive",1403721,12.31206201,0.002493373,0.000284957,0.002422134,0.000284957,0,0,51.43600473,22.88610059,77.23258397,0.004639811,0.005584443,81.2604499,0.338546084,5885,5743,11351,11351,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1003","SM-GE67L_S026_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_355","F1S4_180202_355_B01","M","Nuclei","NeuN-positive",980334,13.75204777,0.001428085,0.00051003,0.001428085,0.000204012,0,0,53.21349662,22.95952196,80.36424321,0.003970076,0.006632433,84.55179561,0.326596685,5683,5601,10559,10559,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1004","SM-GE67L_S027_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_355","F1S4_180202_355_C01","M","Nuclei","NeuN-positive",1200554,14.32097182,0.000666359,0.000249885,0.000666359,0.00016659,0,0,54.43595207,20.37409396,81.61357173,0.003896534,0.006618611,85.26971715,0.33263542,5203,5087,9920,9920,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"1005","SM-GE67L_S028_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q17.27.002","Macaque LGN Parvocellular","M","2.3 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180228","F1S4_180202_355","F1S4_180202_355_D01","M","Nuclei","NeuN-positive",1253236,14.41827397,0.001755455,7.98e-05,0.001755455,0,0,0,50.1385214,21.53544903,77.43226336,0.004608071,0.005082842,81.29043532,0.344297083,5853,5685,10873,10873,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
